District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Sonitpur,"Thelamara - Bangalgaon and Pataliakhowa | As reported by concerned LM, due to flood and active erosion of river Gabharu, 1 pucca & 5 kuccha houses were washed away on 18/06/2022 at Bangalgaon and these beneficiaries has been already included in the RG proposal of house damage as fully damaged houses as per SDRF norms. As reported by concerned LM, due to flood and active erosion of river Belsiri, 1 pucca house was washed away on 18/06/2022 at Pataliakhowa and this beneficiary has been already included in the RG proposal of house damage as fully damaged house as per SDRF norms. | 0,  Dhekiajuli - lulukai, Monabag TE, Monmohinipur TE, Gabharupar, Natunbosti, Bhutiaali, Tarajan Bangali | As reported, 4nos of kutcha houses washed away in Lulukai by Belsiri river, 8nos of kutcha houses washed away houses in Monabag TE by Gorjuli river, 9nos of kutcha houses washed away houses in Monmohinipur TE by Gorjuli river, 4nos of huts washed away in Gabharupar by Panchnoi river, 3nos of huts washed away in Natunbasti by Panchnoi river, 1no of hut washed away in Bhutiaali by Panchnoi river, 1no of Pucca house(Pmay) washed away in Tarajan bangali due to erosion during flood by Gorjuli river dated 17.6.22 & 18.6.22. These were already included in the RG proposals for house damage due to flood. | 0,  Tezpur - Tinikhoria Chapori | Dated : 19/07/2022. Erosion is observed at Tinikhoria Village under Bihaguri Mouza due to the river Brahmaputra. Simaluguri Shiva Mandir is in the verge of being washed away due to the ongoing erosion. A stretch of 200 m (approx) has been wash way due to the ongoing erosion. | 0,  Chariduar - 8 nos house washed away dtd 18/05/202, 09/06/2022,16/06/2022 | | 0",19-07-2022,"{'Dhekiajuli ': 7, 'Tezpur ': 1, 'Chariduar ': 3}",,,,
Majuli,Majuli - Rayati | Erosion occurred at Rayati village under Ahataguri mouza on 20/06/2022. | 27,21-06-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Kari Chapori | Erosion occurred at Kari Chapori on 12.07.2022. Approximately 6 bigha plantation area eroded. | 0,13-07-2022,{'Majuli ': 1},,,,
Majuli,Ujani Majuli - Jengrai Kumarbari | Bank erosion at Jengrai Kumarbari un-embankment on 06/07/2022. Affected reach length- 100m | 0,06-07-2022,"{'Ujani Majuli ': 1, 'Majuli ': 1}",,,,
Majuli,Majuli - Bhakat Chapori NC ( Bhimpara) | Erosion occured on 12/09/2022 and 13/09/2022 . Approximetely 2 katha land area eroded | 0,13-10-2022,{'Majuli ': 1},,,,
Majuli,"Majuli - Kartik Chapori NC | Due to continuous erosion at Kartik Chapori, 2 nos. of families have been shifted to a nearby place on 16.10.2022 | 6",16-10-2022,{'Majuli ': 1},,,,
Majuli,Ujani Majuli - Kamjan Alengi | Erosion took place at Kamjan Alengi Gaon on 07-07-2022. 3 nos. of families have been shifted and GR items also distributed. | 13,08-07-2022,"{'Ujani Majuli ': 1, 'Majuli ': 1}",,,,
Majuli,"Majuli - Kartik chapori NC | Due to heavy erosion occurred on 14/10/2022, one family have been shifted with their household properties to a nearby safe place. | 4",15-10-2022,{'Majuli ': 1},,,,
Majuli,Ujani Majuli - Kamjan Alengi | Erosion occurred at Kamjan Alengi on 22/06/2022 . Total 9 nos. of families have been shifted to a nearest chapori area on 23/06/2022. | 30,24-06-2022,"{'Ujani Majuli ': 1, 'Majuli ': 1}",,,,
Majuli,Majuli - Bhakat Chapori NC ( Bhimpara)  | Erosion took place at Bhimpara Gaon under Bhakat Chapori NC from 16.05.2022 to 17.05.2022. Approximately 95 Mtr. land area eroded. | 0,17-05-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Bhakat Chapori NC (Bhimpara) and Major Chapori NC (Pekamoni) | Erosion took place at Bhimpara gaon under Bhakat Chapori NC and Pekamoni gaon under Major Chapori NC. as on dated 16-05-2022 | 0,16-05-2022,{'Majuli ': 1},,,,
Majuli,"Majuli - 1. Kolani gaon under Luit-Khabolu GP | 1. Erosion occured at Kolangi gaon under Luit-Khabolu GP on 18.05.2022. Land area eroded: Lentgh- 1.5 km, Breadth- 1.5 mtr. Lat-94.16465 Long -27.04418 | 0",19-05-2022,{'Majuli ': 2},,,,
Majuli,"Majuli - Major Chapori | Erosion took place at Major Chapori on 24.06.2022. Land area eroded: Length- 1.00 km Breadth- 2.00 mtr. Bamboo pallasiding work is going on by Water Resource Department, Majuli for erosion protection. | 0",25-06-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Kartik Chapori NC | Erosion occurred at Kartik Chapori NC under Kamalabari mouza on 08.10.2022 & 09.10.2022. Approximately 1 bigha of land area eroded and 3 nos. of families have been shifted to a nearby Chapori area. | 7,09-10-2022,{'Majuli ': 1},,,,
Majuli,"Majuli - Sengelisuti and Fengsuighuli under Karatipar GP | Bank erosion occurred on 08.07.2022 at 1. Sengelisuti, affected reach- length-900 mtr. & Width-1.00 mtr. 2. Fengsuighuli (2 no. Misamora), affected reach- length-800 mtr. & Width-1.00 mtr. | 0",09-07-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Pekamoni (Major Chapori NC) | Erosion occurred at Pekamoni Chapori under Major Chapori NC and one family had been shifted from Pekamoni to a nearby Chapori area on 08.09.2022. Land area eroded- Length - 90 mtr. Approx. Breadth- 30 mtr. Approx. | 8,10-09-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Pekamoni (Major Chapori NC) | Erosion occurred at Pekamoni Chapori under Major Chapori NC on 05.09.2022. One family have been shifted from Pekamoni to a nearest Chapori area. Land area eroded - Breadth - 55 mtr. approx. Length - 135 mtr. approx | 4,06-09-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Bagh gaon and Kari Chapori | 1. Bank erosion occurred at Bagh gaon on 14-07-2022. Affected reach- 500m. long.-93.981498 lat.-26.929298 2. Erosion continuing at Kari Chapori (which was reported on 13.07.2022) from 12.07.2022 and 5 Bigha land area eroded. | 0,14-07-2022,{'Majuli ': 1},,,,
Majuli,Majuli - Naromari under Ahataguri mouza | Erosion occurred at Naromari village under Ahataguri mouza on 18.06.2022. Two families have been shifted from Naromari to the nearest Chapories till now. One family has been shifted to Guria gaon on 18.06.2022 and another one has been shifted to Dolkhuwa gaon on 19.06.2022. | 6,19-06-2022,{'Majuli ': 1},,,,
Majuli,"Ujani Majuli - Jaborchuk Kathani, Maj Gejera, Namoni Gejera | Erosion occurred at Jaborchuk Kathani gaon on 21/06/2022. Latitude- 27.135847, Longitute- 94.492791 Erosion occurred at Maj Gejera on 21/06/2022. Latitude- 27.123845, Longitute- 94.45581 Erosion occurred at Namoni Gejera on 21/06/2022. Latitude-27.118456, Longitute- 94.442865 | 0",22-06-2022,"{'Ujani Majuli ': 1, 'Majuli ': 3}",,,,
Majuli,"Majuli - Kumoliya bkeli, Nigoni Chapori & 2No Bhekeli Ghat, Kartik Chapori, Bahir Rowmara (Dhudang), Chakala area (D/S of Baghedhora), Naromari Ghuria & Charai Chapori, Kath Chapori | Bank erosion occurred in this above mentioned un-embankment areas on 3.06.2022 1. Kumoliya Bhekeli, Nigoni Chapori & 2No Bhekeli Ghat Lat=26.847166 Lon=94.042639 2. Kartik Chapori Lat=26.841096 Lon=94.164901 3. Bahir Rowmara (Dhudang) Lat=26.8037722Lon=93.986286 4. Chakala area (D/S of Baghedhora) Lat=26.781971 Lon=93.9518679 5. Naromari Ghuria & Charai Chapori Lat=26.7819716 Lon=93.920145 6. Kath Chapori Lat=26.789659 Lon=93.52238 | 0",01-07-2022,{'Majuli ': 7},,,,
Majuli,"Majuli - 1. Kulamora village, 2. Jamudchuk, 3. Namoni Balijokaibowa | Bank erosion place at 3 Nos. of Un-Embankment on dtd.02-07-2022 1. Kulamora Lat=27.044917, Lon=94.205948, Affected Reach Length- 1.7 Km 2. Jamudchuk Lat=27.047536, Lon=94.229445, Affected Reach Length- 1.9 Km 3. Namoni Balijokaibowa Lat=27.031121 Lon=94.187696, Affected Reach Length- 1.8 Km | 0,  Ujani Majuli - 1. Jengerai Balichapori, 2. Ratanpur Miri Kuli gaon, 3. Kumarbari | Bank erosion took places at 3 Nos of Un-Embankment on dtd. 02-07-2022 1. Jengerai Balichapori Lat=27.070668, Long=94.225533; Affected Reach Length- 1.9 Km 2. Ratanpur Miri Kuli gaon Lat=27.100054 Long=94.39476; Affected Reach Length- 2.0 Km 3. Kumarbari Lat=27.084195 Lon=94.293242; Affected Reach Length- 1.8 Km | 0",02-07-2022,"{'Majuli ': 6, 'Ujani Majuli ': 6}",,,,
Hailakandi,Lala - Kalacherra Gudamghat road under Lala Rev Circle. Date- 21/06/22 | Submerged PWD road | 2000,24-06-2022,{'Lala ': 1},,,,
Hailakandi,Hailakandi - Bondukmara and Ratanpur pt 2 under Hailakandi Revenue Circle on 24.06.2022 | overtopping and vertical settlement along with River Erosion | 20000,25-06-2022,{},,,,
Hailakandi,"Algapur - Panchgram Das Colony, under Algapur Circle | River bank erosion occured on 15.05.2022 (area arround 20x8) and severely damaged of one katcha house.  | 5",16-05-2022,{'Algapur ': 2},,,,
Hailakandi,"Katlicherra - Rangabak Pt. I under Katlicherra Revenue Circle dtd. 20.05.2022 | Severe erosion occurred at Rangabak Pt. I. Area of erosion- Length - 50 meter, Breadth - 25 meter | 0",21-05-2022,{'Katlicherra ': 3},,,,
Hailakandi,Lala - Sudarsanpur pt-2 unde Lala Rev Circle..Date- 19/06/2022 | Due to active erosion occurred at sudarshanpur pt lll (Goalipar) on R/B of River Katakhal the pacca house of Abir Singha has been collapsed under Lala revenue circle. | 1000,20-06-2022,{'Lala ': 1},,,,
Hailakandi,"Lala - Rajyeswarpur pt-2 (Nityanandapur pt-2) under Lala Revenue Circle, Date- 13/06/2022 | Severly damaged due to vertical settlement and sloughening during the last wave of flood and at the time of draw -down stage of river Katakhal on its right bank. Reach lenght-200m | 4000",18-06-2022,{'Lala ': 2},,,,
Hailakandi,"Algapur - Uttar Narainpur Pt-2 under Algapur Revenue Circle dtd. 16.08.2022 | Vertical settlement along with river erosion touching the road cum embankment and is progressing further during draw down stage of river Katakhal. Report as submitted by Junior Engineer, Water Resource Division, Hailakandi. | 20000",17-08-2022,{'Algapur ': 3},,,,
Hailakandi,Algapur - Kalinagar Pt-4 under Algapur Revenue Circle dtd. 26.06.2022 | Scheme Name- Dyke along L/B of river Katakhal from Mohanpur to confluence. Description- Vertical settlement alongwith river erosion touching the toe of the embankment and is progressing further. During draw down stage of river Katakhal. | 16000,27-06-2022,{'Algapur ': 3},,,,
Hailakandi,"Algapur - Kalinagar Pt-3, near Katakhal Police Out Post, L/B of river Barak under Algapur Revenue Circle dtd. 08-06-2022 | Vertical settlement along with river erosion touching the toe of the embankment / eroded embankment and is progressing further. During draw down stage of river Barak. Damage report as submitted by Water Resource Division, Hailakandi | 20000",11-06-2022,{'Algapur ': 3},,,,
Hailakandi,"Hailakandi - Bondukmara L/B of River Katakhal under Hailakandi Revenue Circle on 06.06.2022 | Name of Scheme- Improvement of Dhaleswari and katakal Drainage basin phaise 2 Boroitoli at village Bondumara.(Vertical settlement along with river erosion touching the toe of the Embankment and is progressing further). Report as submitted by Water Resource Division, Hailakandi. | 20000",06-06-2022,{},,,,
Hailakandi,"Hailakandi - Bahadurpur pt 2,Ratanpur pt 2 L/B of river katakal under Hailakandi Revenue Circle on 25.06.2022 | Dyke along L/B of river katakal from Ratanpur Ghat to Mohonpur between chainage 110m to 560m under Hailakandi Revenue circle.Vertical settlement along with river erosion touching the toe of the Embankment and is progressive further during draw down stage of river katakal | 18000",26-06-2022,{},,,,
Hailakandi,"Katlicherra - kukicherra Pt. I, under Katlicherra Revenue Circle dtd. 16-06-2022 | Severe erosion occurred at Kukicherra Pt. I, under Katlicherra Revenue circle. Area of erosion - Length- 60 meter and Breadth- 20 meter | 0,  Lala - Nimaichandpur pt-2 under Lala Revenue Circle, Hailakandi. Date- 13/06/2022 | Severly damaged due to vertical settlement and sloughening during the last wave of flood and at the time of draw -down stage of river Katakhal on its right bank. Reach lenght-100m | 3000",17-06-2022,"{'Katlicherra ': 2, 'Lala ': 2}",,,,
Hailakandi,Hailakandi - Bashdhar pt 2 & Bajantipur pt 1 under Hailakandi Revenue circle on dtd 04.07.2022 . | Name of scheme(1)-Improvement of Dhaleswari and katakal Drainage basin ph -ii moragang M/E on R/B of river katakal for A/E chainge -70 to 290& chainage 950 to 1200 m and R/S from chainage 0 to 1650 munder Hailakandi Revenue circle...(.2)Name of Scheme- Drainage facility of Ratanpur area on R/B of river katakal from berakhal to Bagarghool from A/E chainage 990 m to 1400 m and R/s from 0 to 3650 m . | 0,05-07-2022,{},,,,
Hailakandi,"Hailakandi - (1)Bondukmara L/B of river katakal., Long- 92.618602 Lat- 24.676533 (2)Ratanpur pt 2 L/B of River katakal, Long- 92.623028 Lat-24.683192 (3)Ratanpur pt 2 L/B of river katakal, Long- 92.625741 Lat- 24.691106 | 1)Name of sheme-Improvement of Dhaleswari katakal Drainage basin pH 2 Boroitoli between chainage (275m to 390m) under Hailakandi Revenue circle.(.2) Improvement of Dhaleswari and katakal Drainage basin pH 2Boroitoli at Ratanpur part 2 between chainage 1140 m to 1250 m & 1420 m to 1570 m under Hailakandi Revenue circle..(.3) Improvement of Dhaleswari and katakal Drainage basin pH 2 Boroitoli at Ratanpur pt 2 between ch -2250 m to 2580 m and 2670 m to 2780 m under Hailakandi Revenue circle dtd. 26.06.2022 | 70000",28-06-2022,{},,,,
Hailakandi,"Lala - (1) Vernerpur Basti (30m) (2) Lalacherra Ferryghat (50m) (3) Lalacherra T.E. (100m) (4) Lalaghat (40m) (5) Rajyeswarpur Pt-V (40m) (6)Nalukbak(Rajyeswarpur Pt-I (50m)) (7) Nalukbak(Rajyeswarpur Pt-I (30m)) (8) Godamghat (60m) (9) Borbond Pt-I (80m) | 1. Long- 92.617858 Lat- 24.524647, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 18.06.2022 2. Long- 92.618794 Lat- 24.529361, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 18.06.2022 3. Long- 92.6207 Lat- 24.5282, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 17.06.2022 4. Long- 92.627241 Lat- 24.613096, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 17.06.2022 5. Long- 92.616896 Lat- 24.604169, vertical settlement, erosion sloughening, under Lala Rev. Circle dtd. 20.06.2022 6. Long- 92.576614 Lat- 24.609774, erosion, vertical settlement under Lala Rev. Circle dtd. 20.06.2022 7. Long- 92.579156 Lat- 24.614134, overtopping, population affected-8000 under Lala Rev. Circle dtd. 20.06.2022 8. Long- 92.580271 Lat- 24.561401, sloughening, erosion of vertical settlement, , under Lala Rev. Circle dtd. 19.06.2022 9. Long- 92.581534 Lat- 24.617387, sloughening, erosion of vertical settlement, population affected- 5000, under Lala Rev. Circle dtd. 20.06.2022 | 0",02-07-2022,{'Lala ': 1},,,,
Darrang,Sipajhar - Khalihoi Pathar- Kiringbori | Occured on 15/05/2022 and reported by WRD on 17/05/2022 at 6.23 pm Almost 300 mtrs. (1 bigha 2 katha approx). Erosion is still occuring. | 0,18-05-2022,{'Sipajhar ': 1},,,,
Darrang,Mangaldoi - Balupara FIS afflux bund erosion under Irrigation department. | The breach occurred on 16.05.2022 due to rising water level as reported by Irrigation department on 16.05.2022 | 0,16-05-2022,{'Mangaldoi ': 1},,,,
Darrang,"Dalgaon - Kawadanga | as per report received from L.M on 08-07-2022, erosion occurred at village kawadanga, Dag No-620,132,162,165 and 163 about 11bigha. Date of occurrence - 16-06-2022 | 32",08-07-2022,{'Dalgaon ': 1},,,,
Darrang,Mangaldoi - Gerimari Village | Erosion at the banks of Mangaldai River has occurred at village Gerimari under Mangaldai Rev. Circle. The stretch of erosion is approximately 1Km along the river bank. Dated 21/05/2022. | 40,21-05-2022,{'Mangaldoi ': 1},,,,
Darrang,Mangaldoi - At village Sereng Chapari under Mangaldai Revenue Circle | The erosion is along the river bank at village Sereng Chapari under Mangaldai Revenue Circle. The approximate Length of erosion is 50m. Dated 08/06/2022 | 0,08-06-2022,{'Mangaldoi ': 1},,,,
Darrang,"Dalgaon - 1/2 Baruajhar, No.3 Thekerabari,Nadirkash, BarghuliNadirpar | as per report received from LM on 24-06-2022 erosion occurred at villages 1/2 Baruajhar, No.3 Thekerabari,Nadirkash, Barghuli and Nadirpar. land about- 18 bigha 4 katha 12 lessa land eroded | 0",24-06-2022,{'Dalgaon ': 4},,,,
Darrang,"Dalgaon - Thalthali, Rangagarapathar, Rahmanpur and Bhabapur | as per report received from WR department river bank erosion occurred at village Talathali -1000m length, Date of occurrence - 18/05/2022, Rangagarapathar - 800m, date of occrrunce - 14/05/2022, Rahmanpur - 380m, date of occurrence - 19/05/2022 and Bhabapur - 470, Date of occurrence - 16/05/2022 | 0,  Mangaldoi - Mangaldai River,Saktola River | as per report received from WR department river bank erosion occurred at village Adhomapara-800m length, Date of occurrence - 18/05/2022, Bollopara - 800m, date of occrrunce - 14/05/2022, Sonalipam Stadium - 1500m, date of occurrence - 03/06/2022,New Colony - 800m, Date of occurrence - 10/06/2022, Kawaripathar -1000m, Date of occurrence 13/06/2022, Denagaon - 500m, Date of occurrence - 31/05/2022, Chereng - 1000m, date of occrrunce - 15/05/2022, Shaheed - 300m, date of occrrunce - 08/06/2022 and as per report received from WR department river bank erosion occurred at village Kabikara (Ch 3600m R/B- 200m Occurrence date 18/05/22,Ch 3800m R/B-100m Occurrence date14/05/2022, Ch 4000m R/B-100m Occurrence date 08/06/2022, Ch 200m R/B-100m Occurrence Date 03/06/2022),Bor Athiabari (Ch 800m L/B-100m Occurrence Date 14/05/2022, Ch 1000m L/B-100m Occurrence Date 18/05/2022, Ch 1400m L/B-150m Occurrence Date 10/06/2022), Athiabari (Ch 1400m R/B-200m Occurrence Date 03/06/2022, Ch3000m R/B-150m Occurrence Date 15/05/2022),Patalsingapara (Ch 2400m L/B-100m Occurrence Date 08/06/2022, Ch 2000m L/B -120m Occurrence Date 31/05/2022),Dogdhapara (Athiabari)-Ch-5800m R/B-130m Occurrence Date 13/06/2022, Bor Thekerabari (Ch 8100m L/B-150m Occurrence Date 13/06/2022), | 0,  Sipajhar - Saktola River | as per report received from WR department river bank erosion occurred at village Hazarikapara (Ch 7500m L/B- 150m- Occurrence Date 10/06/2022), Debananda (Ch 8150m R/B-150m Occurrence Date 31/05/2022 | 0",02-07-2022,"{'Dalgaon ': 3, 'Mangaldoi ': 2, 'Sipajhar ': 1}",,,,
